Date,Timestamp,Open,High,Low,Close,Volume
20191223,00:00:00,1.10801,1.10801,1.10766,1.10767,1414.74000353366
20191223,00:30:00,1.10768,1.10768,1.1073,1.10762,1588.38000389934
20191223,01:00:00,1.10762,1.10771,1.10745,1.10766,1689.89000169933
20191223,01:30:00,1.10766,1.10788,1.10764,1.10784,1165.26000573486
20191223,02:00:00,1.10783,1.10784,1.10747,1.10761,1055.67999942601
20191223,02:30:00,1.10763,1.10785,1.10761,1.10784,749.760004140437
20191223,03:00:00,1.10783,1.10819,1.10777,1.10818,1201.29000476748
20191223,03:30:00,1.10818,1.1083,1.1081,1.10812,834.910000890493
20191223,04:00:00,1.10812,1.10818,1.10805,1.10808,754.030004411936
20191223,04:30:00,1.10811,1.10814,1.10779,1.10783,663.070003584027
20191223,05:00:00,1.10783,1.10802,1.10777,1.10793,1228.42000575364
20191223,05:30:00,1.10793,1.10832,1.10781,1.10821,822.770005650818
20191223,06:00:00,1.10822,1.1085,1.10821,1.10837,2356.27001713216
20191223,06:30:00,1.10838,1.10864,1.10836,1.10838,1624.61000776291
20191223,07:00:00,1.1084,1.10859,1.1082,1.10829,2734.67999970168
20191223,07:30:00,1.10829,1.10855,1.10815,1.10837,2411.6300054118
20191223,08:00:00,1.10836,1.1086,1.10802,1.10824,3189.33001305908
20191223,08:30:00,1.10823,1.10886,1.10823,1.10836,2836.20000561327
20191223,09:00:00,1.10837,1.10859,1.10816,1.10823,2906.97999913991
20191223,09:30:00,1.10823,1.10869,1.10807,1.10835,3831.16000787914
20191223,10:00:00,1.10833,1.1086,1.1081,1.10831,4303.80000520498
20191223,10:30:00,1.10831,1.10882,1.10819,1.10828,3908.39000425488
20191223,11:00:00,1.10829,1.10834,1.10769,1.10786,3236.88000814617
20191223,11:30:00,1.10785,1.1082,1.10765,1.10808,3478.83002411574
20191223,12:00:00,1.10808,1.10808,1.10748,1.10764,4346.11001241207
20191223,12:30:00,1.10766,1.10778,1.10716,1.10742,3022.51000554115
20191223,13:00:00,1.10743,1.10762,1.10699,1.10708,3616.86000945419
20191223,13:30:00,1.10708,1.10836,1.10699,1.10801,4304.42000836134
20191223,14:00:00,1.10802,1.10849,1.10765,1.10829,3322.44000914693
20191223,14:30:00,1.10828,1.10873,1.1082,1.10873,3279.99001191556
20191223,15:00:00,1.10871,1.10929,1.10857,1.10901,4576.11000227183
20191223,15:30:00,1.109,1.10958,1.10855,1.10871,4935.9900091663
20191223,16:00:00,1.10872,1.10897,1.10847,1.10885,3831.66000268608
20191223,16:30:00,1.10883,1.10942,1.10883,1.10897,3188.05000925809
20191223,17:00:00,1.10898,1.10912,1.10853,1.10907,2934.35000929981
20191223,17:30:00,1.10906,1.10919,1.10894,1.10909,2119.47001631558
20191223,18:00:00,1.10908,1.1093,1.10879,1.1089,1982.71001242846
20191223,18:30:00,1.1089,1.10903,1.10871,1.10896,764.690001063049
20191223,19:00:00,1.10896,1.10933,1.10896,1.10923,1277.58000540733
20191223,19:30:00,1.10923,1.10945,1.10921,1.10934,1972.70000047982
20191223,20:00:00,1.10932,1.10948,1.10921,1.10937,960.100001215935
20191223,20:30:00,1.1094,1.10943,1.10916,1.10922,1427.17000360787
20191223,21:00:00,1.10921,1.10944,1.10893,1.10899,548.380001373589
20191223,21:30:00,1.10898,1.10919,1.10884,1.10895,1292.25000526011
20191223,22:00:00,1.10895,1.10899,1.10888,1.10896,1260.26997435093
20191223,22:30:00,1.10896,1.10911,1.10884,1.10899,1891.41999391466
20191223,23:00:00,1.10899,1.10931,1.10895,1.10919,1054.60000370443
20191223,23:30:00,1.10921,1.10927,1.10905,1.10917,392.640000768006
20191224,00:00:00,1.10918,1.10938,1.10918,1.10923,1083.53000288457
20191224,00:30:00,1.10923,1.10931,1.10897,1.10908,1312.61000371724
20191224,01:00:00,1.10908,1.10925,1.109,1.10902,1535.2700054273
20191224,01:30:00,1.10903,1.10909,1.10869,1.10878,1387.05000276864
20191224,02:00:00,1.10877,1.1088,1.10852,1.10855,881.860005110502
20191224,02:30:00,1.10855,1.10886,1.10853,1.10878,871.870004862547
20191224,03:00:00,1.10877,1.10881,1.10858,1.1088,612.060001909733
20191224,03:30:00,1.1088,1.10896,1.10874,1.1089,659.890001580119
20191224,04:00:00,1.10891,1.10896,1.10879,1.10884,446.920002922416
20191224,04:30:00,1.10883,1.10887,1.10876,1.10881,431.250001341105
20191224,05:00:00,1.1088,1.10895,1.10875,1.10885,717.680002599955
20191224,05:30:00,1.10885,1.10895,1.10874,1.10895,812.310000807047
20191224,06:00:00,1.10893,1.10893,1.10855,1.10886,899.24000428617
20191224,06:30:00,1.10886,1.10897,1.10872,1.10873,1084.60000135005
20191224,07:00:00,1.10873,1.10888,1.10826,1.10832,1912.26000215858
20191224,07:30:00,1.10831,1.10865,1.10802,1.10852,2618.69000840187
20191224,08:00:00,1.10852,1.1088,1.10818,1.10867,2722.66000000387
20191224,08:30:00,1.10867,1.10879,1.10833,1.10839,2237.10000456125
20191224,09:00:00,1.10839,1.10852,1.108,1.10814,2630.59000729024
20191224,09:30:00,1.10813,1.1082,1.10748,1.1075,2455.88999924809
20191224,10:00:00,1.1075,1.1077,1.10718,1.1076,2776.93999840319
20191224,10:30:00,1.10761,1.10765,1.10704,1.10722,2063.29999864846
20191224,11:00:00,1.10722,1.10737,1.1069,1.10733,2618.81999694556
20191224,11:30:00,1.10735,1.10751,1.10699,1.10736,2336.33999740332
20191224,12:00:00,1.10737,1.10798,1.10727,1.10798,1973.30000205338
20191224,12:30:00,1.10798,1.10849,1.10788,1.1083,2322.81000270694
20191224,13:00:00,1.10831,1.10852,1.10782,1.10841,3332.2799974829
20191224,13:30:00,1.10841,1.10841,1.10759,1.10783,2937.52000232041
20191224,14:00:00,1.10783,1.10823,1.10775,1.10811,2064.89000243694
20191224,14:30:00,1.10811,1.10832,1.10779,1.10813,2226.67000239342
20191224,15:00:00,1.10815,1.10872,1.108,1.10851,3422.27000248432
20191224,15:30:00,1.10852,1.10901,1.10848,1.109,1766.15000177175
20191224,16:00:00,1.109,1.10919,1.1089,1.10917,2034.01999992877
20191224,16:30:00,1.10917,1.10934,1.10842,1.10842,2038.49000346661
20191224,17:00:00,1.10842,1.10866,1.10835,1.10865,1807.99999347329
20191224,17:30:00,1.10866,1.10878,1.10825,1.10876,1444.95999611914
20191224,18:00:00,1.10877,1.10878,1.10831,1.10842,2246.510008201
20191224,18:30:00,1.10841,1.10866,1.10814,1.10859,1542.32000076026
20191224,19:00:00,1.10862,1.10873,1.10836,1.10847,694.909999743104
20191224,19:30:00,1.10848,1.1087,1.10832,1.10854,533.950001984835
20191224,20:00:00,1.10854,1.10867,1.10831,1.10835,1224.19969220459
20191224,20:30:00,1.10835,1.10861,1.10813,1.10845,1352.4100000523
20191224,21:00:00,1.10846,1.10873,1.10844,1.10851,4606.34997905046
20191224,21:30:00,1.10857,1.10893,1.10833,1.10879,4043.23001054674
20191224,22:30:00,1.10876,1.10877,1.10875,1.10877,3.75
20191224,23:00:00,1.10877,1.10885,1.10873,1.10878,158.940000481904
20191224,23:30:00,1.10879,1.10879,1.10869,1.10873,84.0200004279613
20191225,00:00:00,1.10873,1.10885,1.10871,1.10884,105.75
20191225,00:30:00,1.10883,1.10884,1.10807,1.10813,156.440000317991
20191225,01:00:00,1.10822,1.10822,1.10795,1.1082,35.3200002238154
20191225,01:30:00,1.1081,1.1083,1.10802,1.1083,164.380000345409
20191225,02:00:00,1.10827,1.10827,1.10805,1.1081,145.249999806285
20191225,02:30:00,1.1081,1.10829,1.1081,1.10822,232.80000000447
20191225,03:00:00,1.10822,1.10869,1.10822,1.10849,86.5100000500679
20191225,03:30:00,1.10849,1.10872,1.10835,1.10865,66.2700000181794
20191225,04:00:00,1.10858,1.10866,1.10849,1.10853,73.299999833107
20191225,04:30:00,1.1085,1.10863,1.10839,1.10849,114.189998798072
20191225,05:00:00,1.10848,1.10862,1.10842,1.10848,119.800000011921
20191225,05:30:00,1.10849,1.10862,1.1084,1.10859,103.329999953508
20191225,06:00:00,1.10854,1.10862,1.10832,1.10839,93.490000076592
20191225,06:30:00,1.10839,1.10852,1.10813,1.1082,247.850002005696
20191225,07:00:00,1.10828,1.10879,1.1073,1.10761,175.999998867512
20191225,07:30:00,1.10762,1.1083,1.10758,1.10821,150.460000015795
20191225,22:00:00,1.10885,1.10924,1.10884,1.10912,331.259995222092
20191225,22:30:00,1.10914,1.10919,1.10906,1.10908,570.889999091625
20191225,23:00:00,1.10912,1.10929,1.10901,1.10928,1090.809999533
20191225,23:30:00,1.10928,1.10953,1.10923,1.10944,823.210005968809
20191226,00:00:00,1.10944,1.10948,1.10917,1.10917,755.820000864565
20191226,00:30:00,1.10918,1.10927,1.1089,1.10891,495.990001253784
20191226,01:00:00,1.10891,1.10915,1.10879,1.10914,1133.00999872386
20191226,01:30:00,1.10916,1.1092,1.10897,1.1091,597.340002216399
20191226,02:00:00,1.10909,1.10915,1.10896,1.10907,603.919998906553
20191226,02:30:00,1.10907,1.10928,1.109,1.10925,584.410001158714
20191226,03:00:00,1.10925,1.10938,1.10915,1.10929,475.820000261068
20191226,03:30:00,1.10932,1.10941,1.10901,1.10901,494.86000161618
20191226,04:00:00,1.109,1.10912,1.10893,1.10905,447.569999016821
20191226,04:30:00,1.10904,1.10907,1.10883,1.10892,382.429999470711
20191226,05:00:00,1.10891,1.10906,1.10891,1.10901,514.150001518428
20191226,05:30:00,1.10903,1.10911,1.10895,1.10899,678.830005958676
20191226,06:00:00,1.10899,1.10899,1.10875,1.10876,595.719997420907
20191226,06:30:00,1.10876,1.10882,1.1086,1.1086,407.200001806021
20191226,07:00:00,1.10861,1.10897,1.1086,1.10895,716.160003818572
20191226,07:30:00,1.10894,1.10918,1.10888,1.10903,1020.57000537217
20191226,08:00:00,1.10904,1.10964,1.109,1.10963,1218.60000512004
20191226,08:30:00,1.10962,1.10964,1.10934,1.10936,817.740003742278
20191226,09:00:00,1.10935,1.10947,1.10929,1.10935,727.670003429055
20191226,09:30:00,1.10935,1.10936,1.10914,1.10914,774.450001046062
20191226,10:00:00,1.10915,1.10919,1.10842,1.10856,991.060002058744
20191226,10:30:00,1.10857,1.10872,1.10838,1.10846,1116.03000149876
20191226,11:00:00,1.10846,1.10848,1.10821,1.10842,781.159999787807
20191226,11:30:00,1.10842,1.10871,1.10836,1.10854,749.460000596941
20191226,12:00:00,1.10853,1.10891,1.10853,1.10869,659.11000315845
20191226,12:30:00,1.10868,1.10927,1.10866,1.10923,901.630001090467
20191226,13:00:00,1.10924,1.10974,1.10905,1.10966,1729.23000039905
20191226,13:30:00,1.10965,1.10999,1.10944,1.1098,1918.18999613822
20191226,14:00:00,1.10981,1.11,1.1095,1.10961,1208.78000269085
20191226,14:30:00,1.10961,1.10989,1.10899,1.10909,1978.19000933319
20191226,15:00:00,1.10908,1.10967,1.10899,1.10947,1278.77000918984
20191226,15:30:00,1.10948,1.11,1.10948,1.10991,1707.47000840306
20191226,16:00:00,1.1099,1.11023,1.10954,1.11015,2185.76000311971
20191226,16:30:00,1.11015,1.11022,1.11004,1.11021,1406.46001126617
20191226,17:00:00,1.11021,1.11049,1.11021,1.11044,989.230003543198
20191226,17:30:00,1.11044,1.11049,1.11023,1.11026,1645.56000614911
20191226,18:00:00,1.11026,1.11059,1.11022,1.11058,1573.25000502169
20191226,18:30:00,1.11057,1.11088,1.11046,1.11088,673.860002994537
20191226,19:00:00,1.11088,1.11088,1.11032,1.11038,711.120000660419
20191226,19:30:00,1.11039,1.11087,1.11029,1.1103,1068.47000219673
20191226,20:00:00,1.1103,1.11046,1.11022,1.11032,1196.52999800444
20191226,20:30:00,1.11033,1.11038,1.10995,1.11027,1492.19900599122
20191226,21:00:00,1.11027,1.11032,1.11002,1.11016,943.02500025928
20191226,21:30:00,1.11016,1.11016,1.10953,1.10974,1685.99999970198
20191226,22:00:00,1.10973,1.10975,1.10965,1.10966,1855.87001550198
20191226,22:30:00,1.10966,1.10976,1.10964,1.10966,1939.82000356913
20191226,23:00:00,1.10966,1.10996,1.10966,1.10988,3172.24999502301
20191226,23:30:00,1.10989,1.11012,1.10983,1.11012,1486.88999450207
20191227,00:00:00,1.11013,1.11022,1.10987,1.10992,1653.68000150472
20191227,00:30:00,1.10992,1.1105,1.10991,1.1101,2151.98000308126
20191227,01:00:00,1.1101,1.11072,1.10995,1.11046,1938.92000529915
20191227,01:30:00,1.11046,1.11098,1.11044,1.11093,1639.16000194103
20191227,02:00:00,1.1109,1.11136,1.11082,1.11128,1736.35000033677
20191227,02:30:00,1.11127,1.11175,1.11122,1.11166,1442.65000610799
20191227,03:00:00,1.11166,1.112,1.11162,1.11193,1540.73000321537
20191227,03:30:00,1.11193,1.11196,1.11179,1.11186,1045.36000121385
20191227,04:00:00,1.11185,1.11187,1.11165,1.11173,823.120001077652
20191227,04:30:00,1.11173,1.11212,1.11169,1.11204,1288.84000418335
20191227,05:00:00,1.11204,1.11218,1.11196,1.11204,977.270000822842
20191227,05:30:00,1.11205,1.11221,1.11198,1.11207,928.660001598299
20191227,06:00:00,1.11208,1.11217,1.11175,1.11177,1203.33000492305
20191227,06:30:00,1.11177,1.11199,1.11177,1.11198,2051.58001092076
20191227,07:00:00,1.11197,1.11251,1.1119,1.11232,3263.45000854135
20191227,07:30:00,1.1123,1.11298,1.11207,1.11294,4292.96999210119
20191227,08:00:00,1.11295,1.11418,1.11295,1.11364,5515.68999427557
20191227,08:30:00,1.11365,1.1138,1.11317,1.11327,4657.31000075489
20191227,09:00:00,1.11328,1.11378,1.11312,1.1133,3397.31000083685
20191227,09:30:00,1.11331,1.11387,1.11313,1.11385,3359.72999740392
20191227,10:00:00,1.11386,1.11427,1.11372,1.11375,3629.68999320269
20191227,10:30:00,1.11375,1.11488,1.11364,1.11487,4474.00000738353
20191227,11:00:00,1.11486,1.11498,1.11445,1.11473,4314.4500015229
20191227,11:30:00,1.11473,1.11485,1.11437,1.11475,3190.6000040397
20191227,12:00:00,1.11475,1.11548,1.11455,1.11531,3541.82000487298
20191227,12:30:00,1.11532,1.11553,1.1149,1.11528,3895.62000063062
20191227,13:00:00,1.11527,1.11581,1.11509,1.11541,4796.13998862356
20191227,13:30:00,1.11539,1.11593,1.11529,1.11534,3525.27999901026
20191227,14:00:00,1.11535,1.11577,1.11519,1.11552,4311.54999812692
20191227,14:30:00,1.11553,1.11635,1.1155,1.1158,4415.2900147438
20191227,15:00:00,1.11581,1.11754,1.11573,1.11751,4991.84000016004
20191227,15:30:00,1.11753,1.11792,1.11621,1.11629,6606.15000882
20191227,16:00:00,1.11629,1.11764,1.11584,1.11745,5252.50000210106
20191227,16:30:00,1.11745,1.11755,1.11702,1.11733,2819.9899930656
20191227,17:00:00,1.11734,1.11786,1.1172,1.11773,2395.64999330789
20191227,17:30:00,1.11773,1.11844,1.11773,1.11836,2286.55999178439
20191227,18:00:00,1.11836,1.11843,1.11774,1.11799,2655.02999024093
20191227,18:30:00,1.11798,1.11844,1.11779,1.11838,1862.72999734432
20191227,19:00:00,1.11837,1.11883,1.11817,1.11824,2362.39999639243
20191227,19:30:00,1.11825,1.11875,1.11791,1.11873,1891.66999708861
20191227,20:00:00,1.11874,1.11874,1.118,1.11803,2125.16999293119
20191227,20:30:00,1.11803,1.11805,1.11753,1.11761,1631.07740052044
20191227,21:00:00,1.1176,1.1176,1.11709,1.11738,1112.05499703437
20191227,21:30:00,1.11743,1.11776,1.11712,1.11713,1580.54998753965
20191229,22:00:00,1.11736,1.11789,1.11718,1.11764,151.109399458393
20191229,22:30:00,1.11764,1.11791,1.11731,1.11791,380.589998841286
20191229,23:00:00,1.11784,1.11838,1.11762,1.1182,1804.99999915063
20191229,23:30:00,1.11821,1.11839,1.11796,1.11813,879.800002112985
20191230,00:00:00,1.11812,1.11842,1.11806,1.1184,1720.76000610739
20191230,00:30:00,1.11839,1.11879,1.11835,1.11877,1680.35000679642
20191230,01:00:00,1.11876,1.1193,1.11871,1.11905,1590.71000526845
20191230,01:30:00,1.11906,1.11952,1.11903,1.11945,1170.72000371665
20191230,02:00:00,1.11945,1.12009,1.11915,1.11999,1818.83000200242
20191230,02:30:00,1.11999,1.12048,1.11996,1.12042,1783.39000441879
20191230,03:00:00,1.12041,1.12108,1.1204,1.12046,1565.21000640839
20191230,03:30:00,1.12046,1.12046,1.1198,1.1199,1668.80000700057
20191230,04:00:00,1.11991,1.11992,1.11958,1.11972,979.730000287294
20191230,04:30:00,1.11972,1.12012,1.11966,1.11966,922.850001312792
20191230,05:00:00,1.11966,1.1201,1.11952,1.1201,1041.71000033617
20191230,05:30:00,1.12009,1.12051,1.12008,1.12027,897.770000763237
20191230,06:00:00,1.12027,1.12029,1.11927,1.11953,1571.06000605971
20191230,06:30:00,1.11955,1.11957,1.11921,1.11955,1126.11000004411
20191230,07:00:00,1.11955,1.12052,1.11945,1.12031,3886.75000159442
20191230,07:30:00,1.12032,1.12058,1.11949,1.11959,3924.27999468148
20191230,08:00:00,1.11959,1.12045,1.11935,1.11971,4125.77999764681
20191230,08:30:00,1.11972,1.12019,1.11956,1.11969,3640.4400042221
20191230,09:00:00,1.1197,1.11977,1.11916,1.11916,3020.10000614822
20191230,09:30:00,1.11916,1.11999,1.11899,1.11995,3021.59999283403
20191230,10:00:00,1.11994,1.12023,1.11973,1.11974,3629.93999320269
20191230,10:30:00,1.11972,1.11974,1.11897,1.11938,9129.12003900111
20191230,11:00:00,1.11937,1.12023,1.11933,1.11976,4088.08000078052
20191230,11:30:00,1.11975,1.11979,1.11905,1.11916,3503.98999731243
20191230,12:00:00,1.11915,1.11943,1.11894,1.11896,3675.23000416905
20191230,12:30:00,1.11896,1.11908,1.1186,1.11896,3181.62000306696
20191230,13:00:00,1.11896,1.11921,1.11845,1.11845,3823.46000839025
20191230,13:30:00,1.11845,1.11951,1.11815,1.11948,3712.91000169516
20191230,14:00:00,1.11947,1.12009,1.11885,1.11956,5520.03001739085
20191230,14:30:00,1.11956,1.12079,1.11954,1.12059,7775.21003083885
20191230,15:00:00,1.12058,1.12068,1.11996,1.12011,7580.44000867754
20191230,15:30:00,1.12012,1.12049,1.11969,1.12009,5095.67000032961
20191230,16:00:00,1.12009,1.12185,1.12008,1.12164,5449.89000866562
20191230,16:30:00,1.12164,1.12207,1.12146,1.12161,4230.36998864263
20191230,17:00:00,1.12162,1.12167,1.12116,1.12143,2390.98998972774
20191230,17:30:00,1.12143,1.12161,1.12088,1.12105,2406.40999682248
20191230,18:00:00,1.12105,1.12121,1.12082,1.12102,1800.91999810189
20191230,18:30:00,1.12102,1.12103,1.12019,1.12029,1926.13999563456
20191230,19:00:00,1.12032,1.12045,1.12009,1.12015,1446.9600026235
20191230,19:30:00,1.12014,1.12025,1.11999,1.12021,1400.37000630796
20191230,20:00:00,1.1202,1.12035,1.1198,1.11991,1903.58000086993
20191230,20:30:00,1.11991,1.11997,1.11963,1.11983,1521.58500214666
20191230,21:00:00,1.11983,1.12022,1.11979,1.12009,669.540002457798
20191230,21:30:00,1.1201,1.12027,1.11978,1.11985,706.740000545979
20191230,22:00:00,1.11985,1.12042,1.11985,1.11997,442.319999830797
20191230,22:30:00,1.11997,1.12036,1.11974,1.11995,1033.44000140578
20191230,23:00:00,1.12029,1.12035,1.12016,1.12028,712.730000980198
20191230,23:30:00,1.12029,1.12033,1.12012,1.12013,859.240000165999
20191231,00:00:00,1.12013,1.12036,1.1201,1.12036,916.510000273585
20191231,00:30:00,1.12035,1.1205,1.1203,1.12035,763.890003360808
20191231,01:00:00,1.12035,1.12101,1.12034,1.12101,1463.64000362903
20191231,01:30:00,1.12101,1.12138,1.12095,1.12126,1669.77000737935
20191231,02:00:00,1.12126,1.12147,1.12115,1.12125,1262.60000743717
20191231,02:30:00,1.12125,1.12132,1.12098,1.12099,1134.17000477016
20191231,03:00:00,1.12097,1.12097,1.12031,1.12032,1368.14000099152
20191231,03:30:00,1.12031,1.12043,1.11987,1.12034,1106.58000060171
20191231,04:00:00,1.12034,1.12054,1.12031,1.12041,758.090001277626
20191231,04:30:00,1.12042,1.12042,1.12027,1.12031,493.490002691746
20191231,05:00:00,1.12032,1.12044,1.1202,1.12043,626.190000414848
20191231,05:30:00,1.12044,1.12069,1.12032,1.12068,888.020002320409
20191231,06:00:00,1.12068,1.12069,1.12053,1.12063,681.079999789596
20191231,06:30:00,1.12061,1.12063,1.1204,1.12059,708.800000533462
20191231,07:00:00,1.12059,1.12083,1.1203,1.12043,1886.29000077397
20191231,07:30:00,1.12043,1.12063,1.12038,1.12054,2037.76000193506
20191231,08:00:00,1.12057,1.12102,1.12029,1.12072,3454.81999854743
20191231,08:30:00,1.12071,1.12134,1.12065,1.12121,2569.61000350863
20191231,09:00:00,1.12121,1.12146,1.12072,1.12144,3012.79000215977
20191231,09:30:00,1.12144,1.12174,1.12112,1.12136,2492.64000543207
20191231,10:00:00,1.12137,1.12163,1.12086,1.12142,3690.44999799132
20191231,10:30:00,1.12141,1.1218,1.12134,1.12173,2981.1800096482
20191231,11:00:00,1.12173,1.12219,1.12161,1.12196,3299.29000894725
20191231,11:30:00,1.12196,1.12283,1.12191,1.12277,4748.6600209251
20191231,12:00:00,1.12277,1.12319,1.12271,1.12288,3497.35000042617
20191231,12:30:00,1.1229,1.12329,1.1228,1.12306,2715.8399996832
20191231,13:00:00,1.12307,1.1234,1.12289,1.1231,3471.48999635875
20191231,13:30:00,1.12311,1.12389,1.12302,1.12379,3455.57000219077
20191231,14:00:00,1.12381,1.12391,1.12317,1.12327,3997.26999945194
20191231,14:30:00,1.12327,1.12351,1.1218,1.12206,6087.20999164879
20191231,15:00:00,1.12198,1.12299,1.12171,1.12238,6748.09999236465
20191231,15:30:00,1.12238,1.12327,1.12205,1.12238,8027.98000671715
20191231,16:00:00,1.12237,1.12287,1.12162,1.1222,6212.13000961393
20191231,16:30:00,1.12219,1.12313,1.12219,1.12263,4883.92000871152
20191231,17:00:00,1.12263,1.12272,1.12228,1.12259,2637.00000216067
20191231,17:30:00,1.12258,1.12294,1.12233,1.12291,2262.82000248879
20191231,18:00:00,1.12289,1.12289,1.12237,1.12245,1487.77000515163
20191231,18:30:00,1.12245,1.12255,1.12226,1.12232,998.690000332892
20191231,19:00:00,1.12231,1.12237,1.12193,1.12201,1966.56999599189
20191231,19:30:00,1.12201,1.12213,1.12168,1.1217,1323.15000338852
20191231,20:00:00,1.1217,1.12182,1.12147,1.12157,1040.51999658346
20191231,20:30:00,1.12158,1.12184,1.12149,1.12174,1238.52999862283
20191231,21:00:00,1.12174,1.12174,1.12138,1.12143,884.7999984622
20191231,21:30:00,1.12143,1.12151,1.12076,1.12076,825.38999351114
20200101,22:00:00,1.12106,1.12154,1.12106,1.12146,444.330002009869
20200101,22:30:00,1.12147,1.12166,1.12138,1.12143,766.329999744892
20200101,23:00:00,1.12143,1.12218,1.12142,1.1221,815.370000503957
20200101,23:30:00,1.1221,1.12216,1.12176,1.12188,586.289999462664
20200102,00:00:00,1.12188,1.1219,1.12157,1.12161,1025.30000124872
20200102,00:30:00,1.12161,1.1219,1.12157,1.12183,764.609998732805
20200102,01:00:00,1.12182,1.12244,1.1218,1.12236,1774.29000421613
20200102,01:30:00,1.12234,1.12237,1.1218,1.12209,1358.47000383586
20200102,02:00:00,1.1221,1.12217,1.12184,1.12216,1411.21000116318
20200102,02:30:00,1.12216,1.12245,1.12211,1.12222,707.760002762079
20200102,03:00:00,1.12224,1.12231,1.1218,1.12181,1174.13000456244
20200102,03:30:00,1.12181,1.12181,1.12124,1.12132,1376.52000383288
20200102,04:00:00,1.12132,1.12143,1.12119,1.12121,928.760002106428
20200102,04:30:00,1.12122,1.12122,1.12008,1.12012,1729.93999899924
20200102,05:00:00,1.12011,1.12034,1.12009,1.12016,2394.46000431478
20200102,05:30:00,1.12017,1.12044,1.12013,1.12043,1029.94000169635
20200102,06:00:00,1.12044,1.1207,1.12042,1.12053,1903.0300039798
20200102,06:30:00,1.12054,1.12077,1.12036,1.12077,1427.33000380546
20200102,07:00:00,1.12078,1.12099,1.12056,1.12062,3419.11000739783
20200102,07:30:00,1.12065,1.12102,1.12043,1.12098,3333.74000525475
20200102,08:00:00,1.12099,1.12137,1.12051,1.12073,4513.36999839544
20200102,08:30:00,1.12073,1.12125,1.12059,1.1212,2683.5200053975
20200102,09:00:00,1.12119,1.12141,1.12092,1.121,3309.41999904066
20200102,09:30:00,1.12099,1.12111,1.12011,1.1203,3619.57000137866
20200102,10:00:00,1.1203,1.12039,1.11927,1.11933,3870.60000333935
20200102,10:30:00,1.11933,1.11997,1.11927,1.11982,3361.19000760466
20200102,11:00:00,1.11984,1.12021,1.11942,1.11946,4410.95999992639
20200102,11:30:00,1.11947,1.11954,1.11842,1.11848,4457.18000171334
20200102,12:00:00,1.11847,1.11925,1.11829,1.11916,3758.80000303686
20200102,12:30:00,1.11917,1.11943,1.11899,1.1193,3254.52000454813
20200102,13:00:00,1.11929,1.11969,1.11909,1.11952,4369.50999928266
20200102,13:30:00,1.11951,1.1197,1.11896,1.11963,183829.359553888
20200102,14:00:00,1.11963,1.11965,1.11766,1.11773,71177.0702532977
20200102,14:30:00,1.11774,1.11802,1.117,1.11741,50471.8902262077
20200102,15:00:00,1.11739,1.1178,1.11708,1.11739,28999.3499756604
20200102,15:30:00,1.11738,1.12023,1.11724,1.12005,13483.3899900392
20200102,16:00:00,1.12006,1.1203,1.11829,1.11845,37825.3098750338
20200102,16:30:00,1.11844,1.11866,1.11651,1.11661,6270.28000305593
20200102,17:00:00,1.11661,1.11711,1.11635,1.11705,5010.15001194924
